Order ID,Order Date,Customer Name,Region,Product,Units Sold,Unit Price,Sales Channel,Total Revenue,Unit Cost,Profit per Unit,Total Profit,Delivery Time (Days),Discount (%),Final Revenue After Discount
ORD100457,2024-07-30,Valerie Lynn,South,Teddy Bear,27,428,Wholesale,11556,303.88,124.12,3351.24,7,0,11556.0
ORD100458,2023-10-02,John Little,West,Lego Set,5,1382,Online,6910,953.5799999999999,428.4200000000001,2142.1,4,5,6564.5
ORD100459,2023-12-12,Randall Gonzalez,East,Remote Car,9,1110,Online,9990,788.0999999999999,321.9000000000001,2897.1,4,15,8491.5
ORD100460,2024-06-30,Richard Jacobs,South,Puzzle Game,14,1305,Online,18270,809.1,495.9,6942.6,3,10,16443.0
ORD100461,2024-07-10,Mr. Curtis Wilson,West,Puzzle Game,13,439,Online,5707,346.81,92.19,1198.47,6,5,5421.65
ORD100462,2023-03-13,Eduardo Fisher,West,Doll House,8,1369,Online,10952,944.6099999999999,424.3900000000001,3395.12,6,10,9856.8
ORD100463,2024-10-22,Joseph Howard,West,Lego Set,13,870,Retail Store,11310,661.2,208.79999999999995,2714.4,3,5,10744.5
ORD100464,2024-12-31,Sheila Lowe,North,Doll House,40,564,Online,22560,338.4,225.60000000000002,9024.0,7,15,19176.0
ORD100465,2024-11-09,Katrina Gill,East,Remote Car,10,921,Retail Store,9210,607.86,313.14,3131.4,8,0,9210.0
ORD100466,2023-06-05,Matthew Henderson,West,Remote Car,29,1317,Wholesale,38193,711.1800000000001,605.8199999999999,17568.78,4,10,34373.7
ORD100467,2023-05-26,Laura Haynes,West,Teddy Bear,29,1338,Wholesale,38802,990.12,347.88,10088.52,4,0,38802.0
ORD100468,2024-10-09,Kevin Anderson,South,Action Figure,39,1164,Online,45396,791.5200000000001,372.4799999999999,14526.72,4,5,43126.2
ORD100469,2023-03-08,Dominique Davis,West,Action Figure,46,1442,Wholesale,66332,850.78,591.22,27196.12,7,10,59698.8
ORD100470,2023-04-26,Samuel Pope,West,Lego Set,27,403,Wholesale,10881,245.82999999999998,157.17000000000002,4243.59,3,20,8704.8
ORD100471,2023-08-28,Katherine Cook,West,Action Figure,5,907,Online,4535,625.8299999999999,281.1700000000001,1405.85,3,5,4308.25
ORD100472,2023-03-27,Michelle Rios,North,Doll House,48,644,Wholesale,30912,508.76000000000005,135.23999999999995,6491.52,3,0,30912.0
ORD100473,2023-09-04,Brian Russell,North,Lego Set,48,1431,Retail Store,68688,1101.8700000000001,329.1299999999999,15798.24,6,0,68688.0
ORD100474,2023-09-19,Andrea Wagner,West,Remote Car,11,802,Online,8822,593.48,208.51999999999998,2293.72,7,5,8380.9
ORD100475,2024-08-26,Sherry Rodriguez MD,North,Teddy Bear,8,1478,Wholesale,11824,842.4599999999999,635.5400000000001,5084.32,9,0,11824.0
ORD100476,2023-04-29,Kevin Jacobs,South,Action Figure,40,1269,Wholesale,50760,824.85,444.15,17766.0,1,0,50760.0
ORD100477,2024-04-16,Richard Gilbert,West,Lego Set,47,529,Online,24863,349.14000000000004,179.85999999999996,8453.42,6,5,23619.85
ORD100478,2023-11-20,Angela Curtis,West,Puzzle Game,45,1257,Wholesale,56565,955.32,301.67999999999995,13575.6,3,0,56565.0
ORD100479,2024-02-17,Rebecca Jefferson,East,Puzzle Game,50,1484,Online,74200,1142.68,341.31999999999994,17066.0,4,10,66780.0
ORD100480,2024-08-18,Shannon Jones,South,Teddy Bear,27,1083,Wholesale,29241,779.76,303.24,8187.48,6,0,29241.0
ORD100481,2023-01-09,Zachary Wagner,East,Action Figure,37,647,Retail Store,23939,517.6,129.39999999999998,4787.8,5,5,22742.05
ORD100482,2024-07-08,Amy Jennings,South,Remote Car,6,1166,Retail Store,6996,921.14,244.86,1469.16,2,10,6296.4
ORD100483,2024-05-22,Tracy Morales,West,Action Figure,49,1211,Wholesale,59339,799.26,411.74,20175.26,9,5,56372.05
ORD100484,2023-01-04,Courtney Brown,North,Action Figure,12,320,Retail Store,3840,185.6,134.4,1612.8,4,5,3648.0
ORD100485,2024-12-01,Michael Davis,East,Teddy Bear,34,621,Wholesale,21114,378.81,242.19,8234.46,2,5,20058.3
ORD100486,2023-05-01,Christopher Stevens,South,Lego Set,21,1217,Retail Store,25557,632.84,584.16,12267.36,9,20,20445.6
ORD100487,2024-11-05,Jeffrey Williams,East,Teddy Bear,41,342,Retail Store,14022,256.5,85.5,3505.5,9,0,14022.0
ORD100488,2024-10-31,April Bell,West,Doll House,36,897,Wholesale,32292,699.66,197.34000000000003,7104.24,7,0,32292.0
ORD100489,2024-05-26,Heather Wilson,East,Lego Set,50,550,Wholesale,27500,357.5,192.5,9625.0,6,0,27500.0
ORD100490,2024-03-04,Brooke Weber,South,Doll House,50,397,Online,19850,242.17,154.83,7741.5,2,0,19850.0
ORD100491,2024-05-16,Bryan Mathews,South,Puzzle Game,10,473,Online,4730,326.36999999999995,146.63000000000005,1466.3,1,0,4730.0
ORD100492,2024-05-21,James Gonzalez,West,Teddy Bear,8,1092,Retail Store,8736,764.4,327.6,2620.8,7,0,8736.0
ORD100493,2024-11-19,Carly Crosby,North,Action Figure,8,499,Wholesale,3992,384.23,114.76999999999998,918.16,8,0,3992.0
ORD100494,2023-12-04,Michael Bauer,North,Lego Set,15,735,Online,11025,382.2,352.8,5292.0,3,5,10473.75
ORD100495,2023-08-31,Daniel Hess,South,Lego Set,10,800,Wholesale,8000,544.0,256.0,2560.0,9,0,8000.0
ORD100496,2023-08-24,Noah Ellis,West,Doll House,24,892,Retail Store,21408,535.1999999999999,356.80000000000007,8563.2,8,0,21408.0
ORD100497,2024-09-08,Laura Chambers,East,Remote Car,32,717,Retail Store,22944,552.09,164.90999999999997,5277.12,2,10,20649.6
ORD100498,2023-02-01,Adrienne Carter,East,Remote Car,14,1336,Online,18704,921.8399999999999,414.1600000000001,5798.24,3,10,16833.6
ORD100499,2024-12-22,Jessica Miller,South,Remote Car,35,1028,Wholesale,35980,781.28,246.72000000000003,8635.2,9,5,34181.0
ORD100500,2024-02-18,Victoria Byrd,North,Puzzle Game,29,1465,Retail Store,42485,893.65,571.35,16569.15,8,10,38236.5
ORD100501,2024-07-23,Erica Jensen,West,Action Figure,42,1386,Online,58212,790.02,595.98,25031.16,2,0,58212.0
ORD100502,2024-04-05,Michele Mathews,West,Doll House,3,1353,Wholesale,4059,717.09,635.91,1907.73,2,5,3856.05
ORD100503,2024-03-06,James Jones,West,Remote Car,35,462,Retail Store,16170,309.54,152.45999999999998,5336.1,8,20,12936.0
ORD100504,2024-06-12,James Flores,South,Teddy Bear,9,341,Retail Store,3069,197.77999999999997,143.22000000000003,1288.98,5,0,3069.0
ORD100505,2023-07-16,Jessica Bonilla,South,Lego Set,15,886,Retail Store,13290,451.86,434.14,6512.1,8,10,11961.0
ORD100506,2023-11-25,William Potter,North,Doll House,47,1185,Wholesale,55695,734.7,450.29999999999995,21164.1,8,0,55695.0
ORD100507,2023-06-02,Stephanie Johnson,North,Doll House,4,850,Wholesale,3400,646.0,204.0,816.0,2,10,3060.0
ORD100508,2024-05-27,Rebekah Coleman,West,Remote Car,34,972,Online,33048,738.72,233.27999999999997,7931.52,1,5,31395.6
ORD100509,2023-06-26,Donna Williams,South,Remote Car,5,850,Retail Store,4250,629.0,221.0,1105.0,1,10,3825.0
ORD100510,2024-01-30,Carol Fleming,East,Action Figure,42,498,Retail Store,20916,313.74,184.26,7738.92,9,0,20916.0
ORD100511,2024-04-06,Jason Rodriguez,West,Teddy Bear,44,874,Online,38456,454.48,419.52,18458.88,9,0,38456.0
ORD100512,2024-11-19,Kevin Smith,East,Teddy Bear,37,637,Online,23569,458.64,178.36,6599.32,5,0,23569.0
ORD100513,2023-04-10,Frank Diaz,North,Remote Car,16,459,Wholesale,7344,257.04,201.95999999999998,3231.36,3,5,6976.8
ORD100514,2023-04-05,Kelsey Pineda,East,Puzzle Game,24,864,Wholesale,20736,544.32,319.67999999999995,7672.32,4,0,20736.0
ORD100515,2023-01-07,Rebecca Torres,East,Remote Car,8,337,Wholesale,2696,229.16000000000003,107.83999999999997,862.72,8,5,2561.2
ORD100516,2023-09-02,April Wood,South,Action Figure,26,709,Online,18434,496.29999999999995,212.70000000000005,5530.2,8,0,18434.0
ORD100517,2024-08-04,Christopher Livingston,East,Remote Car,22,458,Online,10076,265.64,192.36,4231.92,3,15,8564.6
ORD100518,2024-02-19,Adrian Braun,West,Teddy Bear,10,503,Retail Store,5030,311.86,191.14,1911.4,7,20,4024.0
ORD100519,2023-11-05,Walter Williams,South,Action Figure,3,357,Wholesale,1071,246.32999999999998,110.67000000000002,332.01,6,5,1017.45
ORD100520,2024-09-28,Monica Small,West,Puzzle Game,42,765,Wholesale,32130,420.75000000000006,344.24999999999994,14458.5,2,0,32130.0
ORD100521,2023-08-14,Jake Richardson,North,Remote Car,34,1217,Retail Store,41378,876.24,340.76,11585.84,4,20,33102.4
ORD100522,2023-09-15,Ronald Knox,East,Lego Set,6,729,Wholesale,4374,430.10999999999996,298.89000000000004,1793.34,5,0,4374.0
ORD100523,2024-11-18,Megan Quinn,South,Lego Set,36,605,Wholesale,21780,332.75,272.25,9801.0,1,10,19602.0
ORD100524,2024-10-24,Jessica Mccullough,North,Remote Car,8,930,Retail Store,7440,688.2,241.79999999999995,1934.4,2,20,5952.0
ORD100525,2024-11-09,Richard Pruitt,West,Teddy Bear,20,993,Online,19860,645.45,347.54999999999995,6951.0,9,15,16881.0
ORD100526,2023-07-06,Sean Fowler,West,Remote Car,34,331,Retail Store,11254,168.81,162.19,5514.46,8,0,11254.0
ORD100527,2024-01-20,Laura Williams,West,Lego Set,8,1463,Retail Store,11704,804.6500000000001,658.3499999999999,5266.8,7,15,9948.4
ORD100528,2024-08-15,Tracy Duran,East,Remote Car,19,1484,Retail Store,28196,831.0400000000001,652.9599999999999,12406.24,4,5,26786.2
ORD100529,2023-09-04,Calvin Ramsey,East,Puzzle Game,38,647,Wholesale,24586,472.31,174.69,6638.22,8,10,22127.4
ORD100530,2023-08-03,Ashley Banks,West,Remote Car,11,1331,Online,14641,1024.8700000000001,306.1299999999999,3367.43,2,10,13176.9
ORD100531,2024-05-16,Pamela Leon,West,Teddy Bear,2,477,Online,954,324.36,152.64,305.28,9,5,906.3
ORD100532,2024-10-14,Heidi Schmidt,East,Action Figure,42,1339,Online,56238,964.0799999999999,374.9200000000001,15746.64,8,5,53426.1
ORD100533,2024-12-12,Christine Jordan,South,Lego Set,4,741,Wholesale,2964,437.19,303.81,1215.24,8,15,2519.4
ORD100534,2024-07-13,Robert Hogan,West,Action Figure,46,411,Retail Store,18906,230.16000000000003,180.83999999999997,8318.64,6,5,17960.7
ORD100535,2024-10-05,Jason Haley,West,Teddy Bear,4,1378,Wholesale,5512,1061.06,316.94000000000005,1267.76,8,5,5236.4
ORD100536,2023-03-09,Tiffany Wiggins,West,Puzzle Game,2,1287,Online,2574,707.85,579.15,1158.3,6,15,2187.9
ORD100537,2023-03-19,Elizabeth Green,North,Puzzle Game,7,611,Retail Store,4277,415.48,195.51999999999998,1368.64,4,15,3635.45
ORD100538,2024-05-24,Wesley Farrell,East,Lego Set,1,400,Wholesale,400,204.0,196.0,196.0,4,5,380.0
ORD100539,2023-07-21,Valerie Swanson,North,Lego Set,41,493,Online,20213,310.59,182.41000000000003,7478.81,3,10,18191.7
ORD100540,2024-08-10,Amy Diaz,West,Action Figure,15,433,Wholesale,6495,298.77,134.23000000000002,2013.45,2,0,6495.0
ORD100541,2023-10-08,Angela Meyer,North,Lego Set,6,907,Retail Store,5442,662.11,244.89,1469.34,4,0,5442.0
ORD100542,2024-02-22,Charles Ballard,North,Action Figure,10,389,Online,3890,237.29,151.71,1517.1,6,15,3306.5
ORD100543,2023-02-24,Sarah Gallagher,West,Action Figure,12,732,Retail Store,8784,570.96,161.03999999999996,1932.48,9,0,8784.0
ORD100544,2024-08-05,Steven Keith,West,Lego Set,1,933,Retail Store,933,475.83,457.17,457.17,8,0,933.0
ORD100545,2024-08-04,David Spencer,South,Teddy Bear,6,610,Online,3660,390.40000000000003,219.59999999999997,1317.6,2,10,3294.0
ORD100546,2024-05-10,Christine Wood,South,Doll House,23,1012,Retail Store,23276,688.1600000000001,323.8399999999999,7448.32,3,0,23276.0
ORD100547,2024-03-17,Nicole Collins,East,Doll House,40,461,Online,18440,253.55,207.45,8298.0,5,10,16596.0
ORD100548,2024-01-08,Jennifer Jordan,South,Teddy Bear,25,868,Retail Store,21700,590.24,277.76,6944.0,4,0,21700.0
ORD100549,2024-01-15,Cynthia Browning,North,Teddy Bear,32,1222,Retail Store,39104,818.74,403.26,12904.32,2,0,39104.0
ORD100550,2024-11-12,Adriana Myers,North,Remote Car,36,760,Retail Store,27360,456.0,304.0,10944.0,6,0,27360.0
ORD100551,2024-10-13,Sarah Davis,North,Action Figure,43,547,Retail Store,23521,415.72,131.27999999999997,5645.04,9,5,22344.95
ORD100552,2023-10-25,Kimberly Stevens,North,Teddy Bear,18,973,Retail Store,17514,768.6700000000001,204.32999999999993,3677.94,9,5,16638.3
ORD100553,2024-02-12,Aaron Dean,South,Action Figure,39,515,Online,20085,293.54999999999995,221.45000000000005,8636.55,5,20,16068.0
ORD100554,2024-05-08,Diana Silva,North,Doll House,26,670,Online,17420,448.90000000000003,221.09999999999997,5748.6,8,5,16549.0
ORD100555,2023-11-17,Karen Hughes DVM,West,Teddy Bear,7,636,Wholesale,4452,413.40000000000003,222.59999999999997,1558.2,7,0,4452.0
ORD100556,2024-04-10,Luis Bates,North,Doll House,12,727,Online,8724,537.98,189.01999999999998,2268.24,9,0,8724.0
ORD100557,2023-10-21,Lawrence Davis,East,Action Figure,32,471,Retail Store,15072,329.7,141.3,4521.6,8,0,15072.0
ORD100558,2024-10-02,Sarah Lawson DDS,South,Doll House,43,691,Online,29713,352.41,338.59,14559.37,7,5,28227.35
ORD100559,2024-09-05,Alexandra Kelly,East,Lego Set,27,662,Retail Store,17874,390.58,271.42,7328.34,2,10,16086.6
ORD100560,2023-07-31,Cynthia Davis,North,Action Figure,14,1340,Online,18760,737.0000000000001,602.9999999999999,8442.0,1,10,16884.0
ORD100561,2023-11-27,Natasha Patterson DVM,West,Action Figure,18,1102,Retail Store,19836,837.52,264.48,4760.64,8,15,16860.6
ORD100562,2023-01-30,Angelica Ellis,East,Action Figure,45,880,Online,39600,677.6,202.39999999999998,9108.0,2,15,33660.0
ORD100563,2023-08-31,Nicholas Hanna,East,Remote Car,16,814,Online,13024,577.9399999999999,236.06000000000006,3776.96,6,0,13024.0
ORD100564,2024-11-30,James Garrett,North,Action Figure,36,916,Retail Store,32976,549.6,366.4,13190.4,6,0,32976.0
ORD100565,2023-08-14,Danielle Johnson,North,Remote Car,1,1213,Wholesale,1213,849.0999999999999,363.9000000000001,363.9,4,10,1091.7
ORD100566,2024-12-31,Marie Rios,North,Doll House,40,1483,Online,59320,1112.25,370.75,14830.0,3,0,59320.0
ORD100567,2023-02-01,Chris Myers,West,Doll House,44,787,Wholesale,34628,440.72,346.28,15236.32,7,0,34628.0
ORD100568,2024-02-12,Matthew Williams,East,Doll House,34,921,Online,31314,469.71000000000004,451.28999999999996,15343.86,3,0,31314.0
ORD100569,2023-07-09,Carl Morris,East,Puzzle Game,24,966,Online,23184,637.5600000000001,328.43999999999994,7882.56,9,0,23184.0
ORD100570,2023-08-24,William Mcdonald,North,Teddy Bear,5,829,Online,4145,588.5899999999999,240.41000000000008,1202.05,7,5,3937.75
ORD100571,2023-05-17,Becky Haley,North,Lego Set,44,1347,Retail Store,59268,942.9,404.1,17780.4,9,0,59268.0
ORD100572,2024-06-15,Monique Morgan,North,Teddy Bear,45,840,Wholesale,37800,512.4,327.6,14742.0,5,10,34020.0
ORD100573,2023-01-21,Patricia Munoz,South,Doll House,17,1234,Wholesale,20978,974.86,259.14,4405.38,9,0,20978.0
ORD100574,2024-07-07,Angel Mcbride,South,Teddy Bear,34,838,Retail Store,28492,628.5,209.5,7123.0,2,10,25642.8
ORD100575,2024-08-09,Michael Walsh,West,Action Figure,26,480,Retail Store,12480,364.8,115.19999999999999,2995.2,4,15,10608.0
ORD100576,2023-05-17,David Guerrero,East,Lego Set,17,621,Online,10557,478.17,142.82999999999998,2428.11,1,10,9501.3
ORD100577,2024-03-29,John Jefferson,North,Puzzle Game,28,430,Wholesale,12040,292.40000000000003,137.59999999999997,3852.8,2,5,11438.0
ORD100578,2024-02-09,Darren Jackson,East,Remote Car,14,1264,Online,17696,872.16,391.84000000000003,5485.76,5,5,16811.2
ORD100579,2023-05-01,Sarah Woods,South,Doll House,34,785,Online,26690,557.35,227.64999999999998,7740.1,5,20,21352.0
ORD100580,2024-04-23,Sarah Gonzalez MD,East,Teddy Bear,8,1388,Wholesale,11104,957.7199999999999,430.2800000000001,3442.24,7,0,11104.0
ORD100581,2024-06-30,Kerry Brooks,North,Remote Car,3,447,Wholesale,1341,321.84,125.16000000000003,375.48,8,5,1273.95
ORD100582,2024-02-16,Matthew Jones,South,Teddy Bear,12,1209,Retail Store,14508,894.66,314.34000000000003,3772.08,1,10,13057.2
ORD100583,2024-03-06,Jeremy Simmons,North,Remote Car,26,743,Retail Store,19318,490.38,252.62,6568.12,4,0,19318.0
ORD100584,2023-11-03,Elaine Jackson,North,Remote Car,31,1002,Retail Store,31062,521.04,480.96000000000004,14909.76,8,10,27955.8
ORD100585,2023-12-29,Stacy Fisher,West,Teddy Bear,1,714,Wholesale,714,392.70000000000005,321.29999999999995,321.3,1,5,678.3
ORD100586,2023-08-19,Renee Arias,South,Remote Car,21,1491,Online,31311,864.78,626.22,13150.62,6,5,29745.45
ORD100587,2023-08-27,James Campbell,West,Doll House,35,1445,Retail Store,50575,838.0999999999999,606.9000000000001,21241.5,4,0,50575.0
ORD100588,2024-12-17,John Coffey,North,Teddy Bear,11,1144,Retail Store,12584,892.32,251.67999999999995,2768.48,4,0,12584.0
ORD100589,2023-08-05,Nicholas Scott,West,Doll House,7,1081,Online,7567,843.1800000000001,237.81999999999994,1664.74,3,0,7567.0
ORD100590,2023-11-25,Shane Castillo,North,Teddy Bear,43,924,Retail Store,39732,628.32,295.67999999999995,12714.24,9,10,35758.8
ORD100591,2024-06-26,Jeffery Miranda,West,Lego Set,39,1462,Retail Store,57018,1081.8799999999999,380.1200000000001,14824.68,2,0,57018.0
ORD100592,2024-02-28,William Farrell,East,Puzzle Game,41,767,Online,31447,613.6,153.39999999999998,6289.4,6,15,26729.95
ORD100593,2023-04-14,Timothy Leach,West,Remote Car,23,1372,Wholesale,31556,795.76,576.24,13253.52,8,15,26822.6
ORD100594,2024-08-16,Timothy Hoover,East,Lego Set,37,512,Retail Store,18944,358.4,153.60000000000002,5683.2,4,15,16102.4
ORD100595,2023-08-25,Luis Wiggins,East,Lego Set,23,1025,Wholesale,23575,809.75,215.25,4950.75,9,5,22396.25
ORD100596,2024-08-02,Richard Brennan,South,Doll House,45,1218,Online,54810,621.1800000000001,596.8199999999999,26856.9,3,10,49329.0
ORD100597,2024-07-29,Francisco Valdez,West,Doll House,32,326,Retail Store,10432,231.45999999999998,94.54000000000002,3025.28,7,5,9910.4
ORD100598,2023-09-29,Paige Rogers,South,Puzzle Game,10,422,Retail Store,4220,215.22,206.78,2067.8,3,0,4220.0
ORD100599,2024-11-07,Kenneth Sherman,South,Lego Set,50,980,Retail Store,49000,548.8000000000001,431.19999999999993,21560.0,2,0,49000.0
ORD100600,2023-08-27,Nicholas Davis,South,Action Figure,42,1369,Online,57498,958.3,410.70000000000005,17249.4,5,10,51748.2
ORD100601,2024-03-12,Christopher Miller,North,Remote Car,23,1179,Wholesale,27117,825.3,353.70000000000005,8135.1,8,15,23049.45
ORD100602,2024-08-25,Taylor Rojas,East,Puzzle Game,41,573,Retail Store,23493,446.94,126.06,5168.46,3,0,23493.0
ORD100603,2023-09-11,Jennifer Hernandez,West,Doll House,20,1192,Wholesale,23840,703.28,488.72,9774.4,3,0,23840.0
ORD100604,2023-06-13,Christian Johnson,South,Action Figure,38,1094,Online,41572,853.32,240.67999999999995,9145.84,7,20,33257.6
ORD100605,2023-06-07,Sandra Wilson,South,Action Figure,42,1238,Retail Store,51996,829.46,408.53999999999996,17158.68,6,20,41596.8
ORD100606,2024-01-22,Vincent Knox,West,Doll House,44,798,Wholesale,35112,590.52,207.48000000000002,9129.12,3,0,35112.0
ORD100607,2023-11-11,Michael Good,South,Action Figure,32,453,Wholesale,14496,289.92,163.07999999999998,5218.56,4,0,14496.0
ORD100608,2023-01-26,Anthony Brown,West,Doll House,21,1000,Online,21000,580.0,420.0,8820.0,9,5,19950.0
ORD100609,2023-07-06,Amy Zhang,East,Action Figure,12,646,Retail Store,7752,361.76000000000005,284.23999999999995,3410.88,6,5,7364.4
ORD100610,2024-07-15,Teresa Young,East,Lego Set,37,557,Retail Store,20609,311.92,245.07999999999998,9067.96,6,15,17517.65
ORD100611,2023-07-21,Tanya White,West,Puzzle Game,10,332,Retail Store,3320,252.32,79.68,796.8,9,0,3320.0
ORD100612,2024-11-04,Marcus Schmitt,North,Doll House,39,1003,Wholesale,39117,692.0699999999999,310.93000000000006,12126.27,5,0,39117.0
ORD100613,2024-04-28,George Stephenson,East,Lego Set,3,1376,Retail Store,4128,990.7199999999999,385.2800000000001,1155.84,2,5,3921.6
ORD100614,2024-01-26,Robert Hamilton,North,Lego Set,11,476,Retail Store,5236,323.68,152.32,1675.52,9,10,4712.4
ORD100615,2024-01-27,Tony Gonzalez,West,Remote Car,40,1405,Retail Store,56200,1039.7,365.29999999999995,14612.0,4,10,50580.0
ORD100616,2024-12-20,Steven Wheeler,North,Remote Car,6,1041,Wholesale,6246,687.0600000000001,353.93999999999994,2123.64,4,0,6246.0
ORD100617,2023-10-15,Daniel Espinoza,East,Action Figure,50,1154,Online,57700,819.3399999999999,334.6600000000001,16733.0,6,0,57700.0
ORD100618,2023-10-27,Michael Williams,West,Action Figure,40,1149,Online,45960,723.87,425.13,17005.2,5,5,43662.0
ORD100619,2024-04-25,Kerri Weber,East,Puzzle Game,43,751,Retail Store,32293,488.15000000000003,262.84999999999997,11302.55,5,20,25834.4
ORD100620,2023-10-19,Kristen Joyce,South,Puzzle Game,40,1461,Wholesale,58440,818.1600000000001,642.8399999999999,25713.6,6,0,58440.0
ORD100621,2023-09-24,Bradley Rogers,East,Remote Car,18,419,Retail Store,7542,268.16,150.83999999999997,2715.12,1,5,7164.9
ORD100622,2024-04-04,Patrick Hickman,East,Remote Car,16,1315,Online,21040,696.95,618.05,9888.8,7,5,19988.0
ORD100623,2023-03-14,Stacey Young,South,Action Figure,38,588,Wholesale,22344,423.35999999999996,164.64000000000004,6256.32,1,5,21226.8
ORD100624,2023-09-20,Veronica Cunningham,South,Action Figure,36,1347,Retail Store,48492,1050.66,296.3399999999999,10668.24,4,10,43642.8
ORD100625,2024-06-23,Leslie Blake,South,Remote Car,20,1252,Wholesale,25040,688.6,563.4,11268.0,9,0,25040.0
ORD100626,2024-05-03,Adam Mcgrath,North,Lego Set,24,578,Wholesale,13872,335.23999999999995,242.76000000000005,5826.24,9,5,13178.4
ORD100627,2024-06-30,Jimmy Gould,South,Teddy Bear,13,1274,Online,16562,738.92,535.08,6956.04,7,0,16562.0
ORD100628,2023-07-09,Terri Martinez,East,Doll House,40,1400,Wholesale,56000,714.0,686.0,27440.0,9,10,50400.0
ORD100629,2024-09-26,Stephanie Stephens,South,Puzzle Game,15,1132,Wholesale,16980,894.2800000000001,237.7199999999999,3565.8,5,15,14433.0
ORD100630,2024-03-09,Susan Campbell,West,Teddy Bear,16,340,Retail Store,5440,268.6,71.39999999999998,1142.4,2,0,5440.0
ORD100631,2024-03-17,Richard Wilson,North,Action Figure,40,723,Wholesale,28920,368.73,354.27,14170.8,4,5,27474.0
ORD100632,2024-05-30,Dale Burke,North,Teddy Bear,9,1260,Wholesale,11340,667.8000000000001,592.1999999999999,5329.8,2,15,9639.0
ORD100633,2023-01-16,Elizabeth Jackson,South,Doll House,32,1228,Online,39296,884.16,343.84000000000003,11002.88,3,5,37331.2
ORD100634,2024-04-05,Derrick Adams,East,Puzzle Game,40,456,Retail Store,18240,314.64,141.36,5654.4,7,0,18240.0
ORD100635,2024-01-13,Jessica Morgan,East,Remote Car,22,448,Wholesale,9856,273.28,174.72000000000003,3843.84,1,0,9856.0
ORD100636,2023-05-29,Cheryl Fleming,East,Doll House,24,379,Wholesale,9096,208.45000000000002,170.54999999999998,4093.2,1,5,8641.2
ORD100637,2024-01-09,Joseph Peterson,West,Doll House,7,388,Online,2716,294.88,93.12,651.84,4,10,2444.4
ORD100638,2024-03-10,Gilbert Miller,South,Remote Car,8,1222,Wholesale,9776,659.88,562.12,4496.96,7,5,9287.2
ORD100639,2024-06-03,Audrey Williams,West,Doll House,29,1156,Online,33524,739.84,416.15999999999997,12068.64,7,0,33524.0
ORD100640,2024-04-19,Jennifer Melendez,North,Doll House,49,577,Online,28273,357.74,219.26,10743.74,9,0,28273.0
ORD100641,2023-09-09,Lisa Rogers,East,Doll House,29,816,Online,23664,538.5600000000001,277.43999999999994,8045.76,7,10,21297.6
ORD100642,2024-01-27,Randy Hensley,West,Lego Set,29,1478,Wholesale,42862,945.9200000000001,532.0799999999999,15430.32,2,10,38575.8
ORD100643,2024-11-01,Noah Sanchez,West,Remote Car,18,1133,Wholesale,20394,849.75,283.25,5098.5,4,15,17334.9
ORD100644,2023-04-29,James Gonzalez,South,Lego Set,33,380,Wholesale,12540,235.6,144.4,4765.2,9,0,12540.0
ORD100645,2023-10-26,Kimberly Black,East,Action Figure,9,583,Wholesale,5247,308.99,274.01,2466.09,8,15,4459.95
ORD100646,2024-02-04,Matthew Reilly,South,Action Figure,5,559,Online,2795,396.89,162.11,810.55,6,15,2375.75
ORD100647,2024-01-01,Michelle Marks,West,Lego Set,29,718,Retail Store,20822,416.44,301.56,8745.24,6,20,16657.6
ORD100648,2023-04-27,Damon Jones,East,Remote Car,33,1155,Wholesale,38115,924.0,231.0,7623.0,6,5,36209.25
ORD100649,2023-03-16,Elizabeth Johnson,East,Remote Car,18,1468,Retail Store,26424,1115.68,352.31999999999994,6341.76,6,0,26424.0
ORD100650,2024-11-20,Joseph Vazquez,North,Doll House,41,1126,Wholesale,46166,821.98,304.02,12464.82,9,10,41549.4
ORD100651,2023-09-18,Daniel Brown PhD,West,Teddy Bear,28,618,Online,17304,395.52,222.48000000000002,6229.44,7,0,17304.0
ORD100652,2023-02-03,Kimberly Johnson,North,Action Figure,8,1052,Wholesale,8416,704.84,347.15999999999997,2777.28,3,5,7995.2
ORD100653,2023-04-03,Crystal Guzman,East,Remote Car,36,1242,Online,44712,782.46,459.53999999999996,16543.44,2,0,44712.0
ORD100654,2024-10-11,Cheryl Schmidt,North,Action Figure,44,439,Retail Store,19316,289.74,149.26,6567.44,4,0,19316.0
ORD100655,2024-08-05,Alex Watkins,South,Teddy Bear,48,1022,Wholesale,49056,694.96,327.03999999999996,15697.92,9,10,44150.4
ORD100656,2024-08-31,Reginald Higgins,East,Teddy Bear,33,1227,Wholesale,40491,785.28,441.72,14576.76,1,5,38466.45
ORD100657,2023-06-20,Casey Rodriguez,East,Action Figure,38,1307,Online,49666,954.11,352.89,13409.82,7,0,49666.0
ORD100658,2024-03-22,Aaron Mcclure,North,Remote Car,27,1265,Online,34155,923.4499999999999,341.55000000000007,9221.85,6,0,34155.0
ORD100659,2023-09-06,Christopher Reyes,South,Lego Set,49,506,Retail Store,24794,344.08000000000004,161.91999999999996,7934.08,2,0,24794.0
ORD100660,2024-09-29,Lauren Reyes,North,Puzzle Game,4,1161,Retail Store,4644,870.75,290.25,1161.0,3,15,3947.4
ORD100661,2024-04-24,Matthew Hubbard,East,Remote Car,29,556,Online,16124,411.44,144.56,4192.24,1,0,16124.0
